name_en|name_fr|code_hs4
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power <= 50 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance <= 50 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power <= 50 kW (excl. for seagoing vessels of heading 8901 to 8906 for tugs of subheading 8904.00.10 and for warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance <= 50 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 50 kW but <= 100 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 50 kW mais <= 100 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power > 50 kW but <= 100 kW (excl. for vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 50 kW mais <= 100 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 100 kW but <= 200 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 100 kW mais <= 200 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power > 100 kW but <= 200 kW (excl. for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 100 kW mais <= 200 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 200 kW but <= 300 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 200 kW mais <= 300 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ of vessels new of a power > 200 kW but <= 300 kW (excl. for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 200 kW mais <= 300 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 300 kW but <= 500 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 300 kW mais <= 500 kW|8408
Gas turbines of a power > 20.000 kW but <= 50.000 kW (excl. turbojets and turbopropellers)|Turbines à gaz puissance > 20000 kW mais <= 50000 kW (autres que turboréacteurs et turbopropulseurs)|8411
Instruments and apparatus for measuring blood-pressure|Instruments et appareils pour la mesure de la pression artérielle|9018
Ballasts for discharge lamps or tubes (excl. inductors whether or not connected with a capacitor)|Ballast pour lampes ou tubes à décharge (autres que bobines de réactance y.c. celles avec condensateur accouplé)|8504
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power > 300 kW but <= 500 kW (excl. for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 300 kW mais <= 500 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-engine internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 500 kW but <= 1.000 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 500 kW mais <= 1000 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power > 500 kW but <= 1.000 kW (excl. for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 500 kW mais <= 1000 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 1.000 kW but <= 5.000 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 1000 kW mais <= 5000 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power > 1.000 kW but <= 5.000 kW (excl. for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 1000 kW mais <= 5000 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00 new of a power > 5.000 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre du n° 8906 10 00 dune puissance > 5000 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vessels new of a power > 5.000 kW (excl. for seagoing vessels of heading 8901 to 8906 tugs of subheading 8904.00.10 and warships of subheading 8906.10.00)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs pour la propulsion de bateaux dune puissance > 5000 kW (à lexcl. des moteurs destinés aux bateaux pour la navigation maritime des n° 8901 à 8906 aux remorqueurs du n° 8904 00 10 et aux navires de guerre de la sous-position 8906 10 00)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for the propulsion of vehicles of chapter 87|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) des types utilisés pour la propulsion des véhicules du chapitre 87|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for the industrial assembly of : pedestrian-controlled tractors of subheading 8701.10 motor vehicles of heading 8703 motor vehicles of heading 8704 with engines of a cylinder capacity < 2.500 cm³ and motor vehicles of heading 8705|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) pour lindustrie du montage des motoculteurs du n° 870110 des véhicules automobiles du n° 8703 des véhicules automobiles du n° 8704 à moteur de cylindrée < 2500 cm³ et des véhicules du n° 8705|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for wheeled agricultural or forestry tractors of a power <= 50 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) pour la propulsion des tracteurs agricoles et forestiers à roues puissance <= 50 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for wheeled agricultural or forestry tractors of a power > 50 kW but <= 100 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) pour la propulsion des tracteurs agricoles et forestiers à roues puissance > 50 kW mais <= 100 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for wheeled agricultural or forestry tractors of a power > 100 kW|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) pour la propulsion des tracteurs agricoles et forestiers à roues puissance > 100 kW|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vehicles of chapter 87 of a power <= 50 kW (excl. engines of subheading 8408.20.10 and engines for wheeled agricultural or forestry tractors)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) des types utilisés pour la propulsion des véhicules du chapitre 87 puissance <= 50 kW (sauf moteurs pour lindustrie du montage du n° 8408 20 10 et sauf moteurs pour la propulsion des tracteurs agricoles et forestiers sur roues)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vehicles of chapter 87 of a power > 50 kW but <= 100 kW (excl. engines of subheading 8408.20.10 and engines for wheeled agricultural or forestry tractors)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) des types utilisés pour la propulsion des véhicules du chapitre 87 puissance > 50 kW mais <= 100 kW (sauf moteurs pour lindustrie du montage du n° 8408 20 10 et sauf moteurs pour la propulsion des tracteurs agricoles et forestiers sur roues)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vehicles of chapter 87 of a power > 100 kW but <= 200 kW (excl. engines of subheading 8408.20.10 and engines for wheeled agricultural or forestry tractors)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) des types utilisés pour la propulsion des véhicules du chapitre 87 puissance > 100 kW mais <= 200 kW (sauf moteurs pour lindustrie du montage du n° 8408 20 10 et sauf moteurs pour la propulsion des tracteurs agricoles et forestiers sur roues)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for vehicles of chapter 87 of a power > 200 kW (excl. engines of subheading 8408.20.10 and engines for wheeled agricultural or forestry tractors)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) des types utilisés pour la propulsion des véhicules du chapitre 87 puissance > 200 kW (sauf moteurs pour lindustrie du montage du n° 8408 20 10 et sauf moteurs pour la propulsion des tracteurs agricoles et forestiers sur roues)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ (excl. engines for marine propulsion and engines for vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) (autres que moteurs de propulsion pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ for rail traction|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) pour la propulsion de véhicules ferroviaires|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ used (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) usagés (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power <= 15 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance <= 15 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 15 kW but <= 30 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 15 kW mais <= 30 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 30 kW but <= 50 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 30 kW mais <= 50 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 50 kW but <= 100 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 50 kW mais <= 100 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 100 kW but <= 200 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 100 kW mais <= 200 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 200 kW but <= 300 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 200 kW mais <= 300 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 300 kW but <= 500 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 300 kW mais <= 500 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Endoscopes used in medical surgical or veterinary sciences|Endoscopes pour la médecine|9018
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 500 kW but <= 1.000 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 500 kW mais <= 1000 kW (sauf moteurs de propulsion pour véhicules ferroviaires ou pour bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 1.000 kW but <= 5.000 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 1000 kW mais <= 5000 kW (autres que moteurs pour la propulsion de véhicules ferroviaires ou de bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ new of a power > 5.000 kW (excl. engines for rail traction or marine propulsion and engines for motor vehicles of chapter 87)|Moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) neufs puissance > 5000 kW (autres que moteurs pour la propulsion de véhicules ferroviaires ou de bateaux et sauf moteurs des types utilisés pour la propulsion des véhicules du chapitre 87)|8408
Parts suitable for use solely or principally with internal combustion piston engine of heading 8407 or 8408|Parties reconnaissables comme étant exclusivement ou principalement destinées aux moteurs à piston n.d.a.|8409
Parts suitable for use solely or principally with internal combustion piston engine for aircraft n.e.s.|Parties reconnaissables comme étant exclusivement ou principalement destinées aux moteurs à piston pour laviation n.d.a.|8409
Parts suitable for use solely or principally with spark-ignition internal combustion piston engine n.e.s.|Parties reconnaissables comme étant exclusivement ou principalement destinées aux moteurs à piston à allumage par étincelles (moteurs à explosion) n.d.a.|8409
Parts suitable for use solely or principally with compression-ignition internal combustion piston engine \diesel or semi-diesel engine\ n.e.s.|Parties reconnaissables comme étant exclusivement ou principalement destinées aux moteurs à piston à allumage par compression (moteurs diesel ou semi-diesel) n.d.a.|8409
Hydraulic turbines water wheels and regulators therefor (excl. hydraulic power engines and motors of heading 8412)|Turbines hydrauliques roues hydrauliques et leurs régulateurs (à lexcl. des machines ou moteurs hydrauliques du n° 8412)|8410
Hydraulic turbines and water wheels of a power <= 1.000 kW (excl. hydraulic power engines and motors of heading 8412)|Turbines et roues hydrauliques puissance <= 1000 kW (à lexcl. des machines ou moteurs hydrauliques du n° 8412)|8410
Hydraulic turbines and water wheels of a power > 1.000 kW but <= 10.000 kW (excl. hydraulic power engines and motors of heading 8412)|Turbines et roues hydrauliques puissance > 1000 kW mais <= 10000 kW (à lexcl. des machines ou moteurs hydrauliques du n° 8412)|8410
Hydraulic turbines and water wheels of a power > 10.000 kW (excl. hydraulic power engines and motors of heading 8412)|Turbines et roues hydrauliques puissance > 10000 kW (à lexcl. des machines ou moteurs hydrauliques du n° 8412)|8410
Parts of hydraulic turbines and water wheels incl. regulators|Parties de turbines hydrauliques ou de roues hydrauliques y compris les régulateurs|8410
Turbojets turbopropellers and other gas turbines|Turboréacteurs turbopropulseurs et autres turbines à gaz|8411
Turbojets of a thrust <= 25 kN|Turboréacteurs poussée <= 25 kN|8411
Turbojets of a thrust > 25 kN|Turboréacteurs poussée > 25 kN|8411
Turbojets of a thrust > 25 kN but <= 44 kN|Turboréacteurs poussée > 25 kN mais <= 44 kN|8411
Turbojets of a thrust > 44 kN but <= 132 kN|Turboréacteurs poussée > 44 kN mais <= 132 kN|8411
Turbojets of a thrust > 132 kN|Turboréacteurs poussée > 132 kN|8411
Turbopropellers of a power <= 1.100 kW|Turbopropulseurs puissance <= 1100 kW|8411
Turbopropellers of a power > 1.100 kW|Turbopropulseurs puissance > 1100 kW|8411
Turbopropellers of a power > 1.100 kW but <= 3.730 kW|Turbopropulseurs puissance > 1100 kW mais <= 3730 kW|8411
Turbopropellers of a power > 3.730 kW|Turbopropulseurs puissance > 3730 kW|8411
Gas turbines of a power <= 5.000 kW (excl. turbojets and turbopropellers)|Turbines à gaz puissance <= 5000 kW (autres que turboréacteurs et turbopropulseurs)|8411
Gas turbines of a power > 5.000 kW (excl. turbojets and turbopropellers)|Turbines à gaz puissance > 5000 kW (autres que turboréacteurs et turbopropulseurs)|8411
Gas turbines of a power > 5.000 kW but <= 20.000 kW (excl. turbojets and turbopropellers)|Turbines à gaz puissance > 5000 kW mais <= 20000 kW (autres que turboréacteurs et turbopropulseurs)|8411
Engines and motors (excl. steam turbines internal combustion piston engine hydraulic turbines water wheels gas turbines and electric motors) parts thereof|Moteurs et machines motrices (à lexcl. des turbines à vapeur moteurs à pistons turbines hydrauliques roues hydrauliques turbines à gaz et moteurs électriques) et leurs parties|8412
Reaction engines other than turbojets|Propulseurs à réaction autres que les turboréacteurs|8412
Hydraulic power engines and motors linear acting \cylinders\|Moteurs hydrauliques à mouvement rectiligne (cylindres)|8412
Hydraulic systems linear acting \cylinders\|Systèmes hydrauliques à mouvement rectiligne avec cylindres hydrauliques comme partie travaillante|8412
Hydraulic power engines and motors linear acting \cylinders\ (excl. hydraulic systems)|Moteurs hydrauliques à mouvement rectiligne (cylindres) (autres que les systèmes hydrauliques)|8412
Hydraulic power engines and motors (excl. hydraulic turbines and water wheels of heading 8410 steam turbines and hydraulic power engines and motors linear acting)|Moteurs hydrauliques (autres que turbines hydrauliques ou roues hydrauliques du n° 8410 turbines à vapeur et moteurs hydrauliques à mouvement rectiligne [cylindres])|8412
Hydraulic systems powered using hydraulic fluid power motors (excl. hydraulic power engines and motors linear acting[cylinders])|Systèmes hydrauliques à moteurs hydrauliques comme partie travaillante (sauf moteurs hydrauliques à mouvement rectiligne [cylindres])|8412
Hydraulic fluid power motors (excl. linear acting [cylinders] and hydraulic systems)|Moteurs oléohydrauliques (sauf à mouvement rectiligne [cylindres] et systèmes hydrauliques)|8412
Hydraulic power engines and motors (excl. linear acting [cylinders] hydraulic systems hydraulic fluid power motors hydraulic turbines and water wheels of heading 8410 and steam turbines)|Moteurs hydrauliques (sauf à mouvement rectiligne [cylindres] et autres que les systèmes hydrauliques les moteurs oléohydrauliques les turbines hydrauliques et roues hydrauliques du n° 8410 et les turbines à vapeur)|8412
Pneumatic power engines and motors linear-acting \cylinders\|Moteurs pneumatiques à mouvement rectiligne [cylindres]|8412
Pneumatic power engines and motors (excl. linear acting)|Moteurs pneumatiques (sauf à mouvement rectiligne [cylindres])|8412
Engines and motors (excl. steam turbines internal combustion piston engine hydraulic turbines water wheels gas turbines reaction engines hydraulic power engines and motors pneumatic power engines and motors and electric motors)|Moteurs et machines motrices (à lexcl. des turbines à vapeur moteurs à piston turbines hydrauliques roues hydrauliques turbines à gaz moteurs à réaction moteurs hydrauliques et oléohydrauliques moteurs pneumatiques et sauf moteurs électriques)|8412
Steam or other vapour power engines (excl. steam or other vapour generating boilers and turbines)|Machines à vapeur deau ou autres vapeurs (sauf chaudières à vapeur générateurs de vapeur et turbines à vapeur)|8412
Engines and motors non-electrical (excl. steam turbines internal combustion piston engine hydraulic turbines water wheels gas turbines reaction engines hydraulic power engines and motors pneumatic power engines and motors steam or other vapour power engines and electric motors)|Moteurs et machines motrices non électriques (sauf turbines à vapeur moteurs à piston turbines hydrauliques roues hydrauliques turbines à gaz moteurs à réaction moteurs hydrauliques et oléohydrauliques moteurs pneumatiques machines à vapeur deau ou autres vapeurs ainsi que moteurs électriques)|8412
Parts of non-electrical engines and motors n.e.s.|Parties de moteurs et machines motrices non électriques n.d.a.|8412
Parts of reaction engines n.e.s. (excl. of turbojets)|Parties de propulseurs à réaction n.d.a. (à lexcl. des turboréacteurs)|8412
Parts of hydraulic power engines and motors n.e.s.|Parties de moteurs hydrauliques n.d.a.|8412
Parts of non-electrical engines and motors n.e.s.|Parties de moteurs et machines motrices non électriques n.d.a.|8412
Pumps for liquids whether or not fitted with a measuring device (excl. ceramic pumps and secretion aspirating pumps for medical use and medical pumps carried on or implanted in the body) liquid elevators (excl. pumps) parts thereof|Pompes pour liquides même comportant un dispositif mesureur (sauf en matières céramiques sauf pompes médicales pour laspiration de sécrétions ou pompes médicales à porter sur le corps ou sous forme dimplants) élévateurs à liquides (à lexcl. des pompes) et leurs parties|8413
Pumps fitted or designed to be fitted with a measuring device for dispensing fuel or lubricants of the type used in filling stations or in garages|Pompes pour la distribution de carburants ou de lubrifiants avec un dispositif mesureur de liquide ou conçues pour en comporter des types utilisés dans les stations-service ou les garages|8413
Pumps for liquids fitted or designed to be fitted with a measuring device (excl. pumps for dispensing fuel or lubricants of the type used in filling stations or in garages)|Pompes pour liquides avec dispositif mesureur ou conçues pour en comporter (sauf pompes pour la distribution de carburants ou lubrifiants des types utilisés dans les stations-service ou les garages)|8413
Fuel lubricating or cooling medium pumps for internal combustion piston engine (excl. injection pumps)|Pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression (à lexcl. des pompes dinjection)|8413
Concrete pumps|Pompes à béton|8413
Reciprocating positive displacement pumps for liquids power-driven (excl. those of subheading 8413.11 and 841319 fuel lubricating or cooling medium pumps for internal combustion piston engine and concrete pumps)|Pompes pour liquides volumétriques alternatives à moteur (sauf pompes avec dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression et sauf pompes à béton)|8413
Reciprocating positive displacement hydraulic units with pumps|Agrégats hydrauliques avec pompe volumétrique alternative comme organe principal|8413
Dosing and proportioning reciprocating positive displacement pumps power-driven|Pompes doseuses pour liquides volumétriques alternatives à moteur|8413
Hydraulic fluid power piston pumps (excl. hydraulic units)|Pompes pour liquides à piston oléohydrauliques (sauf agrégats hydrauliques)|8413
Piston pumps power-driven (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps hydraulic pumps incl. hydraulic units and dosing pumps)|Pompes à piston pour liquides à moteur (sauf pompes avec dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression pompes à béton pompes hydrauliques y.c. les agrégats hydrauliques ainsi que les pompes doseuses)|8413
Reciprocating positive displacement pumps power-driven (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine concrete pumps hydraulic units dosing pumps and general piston pumps)|Pompes pour liquides volumétriques alternatives à moteur (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression pompes à béton agrégats hydrauliques pompes doseuses et pompes à piston en général)|8413
Rotary positive displacement pumps for liquids power-driven (excl. those of subheading 8413.11 and 8413.19 and fuel lubricating or cooling medium pumps for internal combustion piston engine)|Pompes pour liquides volumétriques rotatives à moteur (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 sauf pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression)|8413
Rotory positive displacement hydraulic units with pumps|Agrégats hydrauliques avec pompe volumétrique rotative comme organe principal|8413
Hydraulic fluid power gear pumps (excl. hydraulic units)|Pompes pour liquides à engrenages oléohydrauliques (sauf agrégats hydrauliques)|8413
Gear pumps power-driven (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine and hydraulic pumps incl. hydraulic units)|Pompes pour liquides à engrenages à moteur (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression et sauf pompes oléohydrauliques y.c. les agrégats hydrauliques)|8413
Hydraulic fluid power vane pumps (excl. hydraulic units)|Pompes pour liquides à palettes entraînées oléohydrauliques (sauf agrégats hydrauliques)|8413
Vane pumps power-driven (excl. pumps of subheading 8413.11 and 8413.19 fuel lubricating or cooling medium pumps for internal combustion piston engine and hydraulic pumps incl. hydraulic units)|Pompes pour liquides à palettes entraînées (sauf pompes à dispositif mesureur ou conçues pour en comporter des n° 841311 ou 841319 pompes à carburant à huile ou à liquide de refroidissement pour moteurs à allumage par étincelles ou par compression et sauf pompes oléohydrauliques y.c. les agrégats hydrauliques)|8413
